BaseType,Initial_Weight_g,AfterBlend_Weight_g,AfterHeating_Weight_g,Heating_Temperature_C,AfterCompression_Weight_g,Heating_time,Pan_type,Blending_time,Blender_power_W,mixer_speed,ph,moisture,Compression_Pressure_psi
Spinach Leaves,101.98,92.39,43.28,89.41,38.6,16.02,Iron ,24.98,199.4,2.1,7.0,L3,24
Spinach Leaves,74.53,73.34,35.58,84.74,33.12,13.96,Iron ,16.2,191.78,1.05,7.24,L2,27
Spinach Leaves,96.6,90.36,42.13,99.01,42.71,17.69,Iron ,26.11,186.65,1.95,6.36,L3,24
Spinach Leaves,73.4,76.7,36.64,89.68,33.5,13.62,Iron ,15.29,209.54,0.97,7.32,L2,27
Spinach Leaves,75.29,76.21,34.9,88.67,35.78,13.21,Iron ,14.3,189.83,0.94,6.71,L2,27
Spinach Leaves,75.4,70.5,39.69,89.26,36.54,13.54,Iron ,15.72,214.31,0.98,7.29,L2,27
Spinach Leaves,109.5,104.67,42.29,99.86,39.94,17.9,Iron ,25.63,214.67,1.96,6.03,L3,24
Spinach Leaves,76.85,71.15,35.4,84.93,33.76,13.9,Iron ,15.41,192.62,1.03,6.49,L2,27
Spinach Leaves,79.88,71.09,38.9,81.09,32.1,13.66,Iron ,16.15,196.97,0.93,6.85,L2,27
Spinach Leaves,107.58,93.06,42.79,101.75,43.21,18.06,Iron ,26.73,200.14,1.97,6.41,L3,24
Spinach Leaves,77.21,75.34,38.97,87.0,36.68,12.64,Iron ,14.07,203.34,0.96,6.68,L2,27
Spinach Leaves,99.25,97.67,47.85,100.12,39.46,16.41,Iron ,26.96,206.33,2.0,6.93,L3,24
Spinach Leaves,74.42,72.12,35.09,80.7,36.04,13.96,Iron ,15.3,214.14,1.0,6.45,L2,27
Spinach Leaves,97.22,103.72,43.68,87.65,38.47,15.82,Iron ,23.78,190.27,1.96,6.13,L3,24
Spinach Leaves,77.23,76.5,38.89,86.93,34.15,13.34,Iron ,15.87,195.62,1.03,6.61,L2,27
Spinach Leaves,74.81,72.96,39.42,86.41,37.05,13.32,Iron ,15.81,210.58,1.0,6.81,L2,27
Spinach Leaves,104.47,103.55,44.03,90.56,40.51,15.99,Iron ,26.89,199.18,2.15,6.29,L3,24
Spinach Leaves,103.65,99.54,45.85,93.7,41.89,17.77,Iron ,24.13,187.34,2.13,6.16,L3,24
Spinach Leaves,80.44,76.97,36.35,85.0,33.46,12.47,Iron ,13.87,204.37,1.07,6.56,L2,27
Spinach Leaves,71.2,69.98,37.33,83.89,33.35,13.49,Iron ,14.58,211.55,1.0,6.87,L2,27
Spinach Leaves,75.46,72.51,38.49,90.77,32.96,12.18,Iron ,14.94,199.94,0.95,6.62,L2,27
Spinach Leaves,77.17,70.87,34.51,87.81,31.87,14.0,Iron ,15.52,196.04,1.07,7.25,L2,27
Spinach Leaves,73.51,74.83,40.05,86.87,33.81,12.22,Iron ,15.75,205.52,1.05,6.95,L2,27
Spinach Leaves,74.24,75.59,38.99,81.3,32.12,13.18,Iron ,14.32,192.88,1.07,7.22,L2,27
Spinach Leaves,79.4,76.5,35.96,78.86,36.2,13.82,Iron ,14.46,206.61,0.93,7.14,L2,27
Spinach Leaves,73.7,68.12,37.62,81.43,36.07,13.92,Iron ,14.52,215.64,1.05,6.59,L2,27
Spinach Leaves,72.68,73.97,35.14,79.18,36.01,13.63,Iron ,15.99,191.11,0.96,7.13,L2,27
Spinach Leaves,71.14,69.07,35.0,86.38,34.77,13.65,Iron ,15.95,213.07,1.02,7.14,L2,27
Spinach Leaves,72.4,69.87,40.31,84.14,36.94,12.77,Iron ,15.53,184.47,0.98,7.26,L2,27
Spinach Leaves,79.52,77.4,34.89,79.24,33.53,13.92,Iron ,14.16,202.06,1.0,6.83,L2,27
Spinach Leaves,74.58,75.52,39.04,90.12,33.4,13.67,Iron ,15.12,213.23,0.96,6.54,L2,27
Spinach Leaves,102.8,98.68,47.73,96.01,37.98,16.78,Iron ,24.2,209.33,2.11,6.34,L3,24
Spinach Leaves,101.23,97.05,47.94,93.9,40.09,18.2,Iron ,24.67,208.85,1.88,6.48,L3,24
Spinach Leaves,80.39,72.14,37.4,90.15,35.98,13.43,Iron ,14.74,193.36,0.98,7.24,L2,27
Spinach Leaves,80.41,74.12,37.84,79.22,35.58,13.19,Iron ,14.98,198.69,0.98,7.11,L2,27
Spinach Leaves,93.96,102.9,47.66,95.52,40.92,17.26,Iron ,24.71,212.75,1.98,6.25,L3,24
Spinach Leaves,97.44,98.45,44.61,91.93,42.81,17.08,Iron ,25.35,188.23,2.01,6.95,L3,24
Spinach Leaves,96.91,91.03,45.21,88.26,38.8,16.94,Iron ,24.22,202.03,1.84,6.11,L3,24
Spinach Leaves,101.31,95.1,44.18,102.28,37.38,17.28,Iron ,24.71,194.77,2.01,6.58,L3,24
Spinach Leaves,107.07,99.94,46.6,98.2,38.03,15.86,Iron ,23.17,190.44,2.01,6.93,L3,24
Spinach Leaves,80.3,75.06,39.38,82.35,35.05,13.19,Iron ,14.32,189.79,0.99,6.68,L2,27
Spinach Leaves,108.65,97.37,41.63,91.93,37.3,17.8,Iron ,23.77,193.9,1.89,5.98,L3,24
Spinach Leaves,102.99,92.06,46.45,91.36,37.42,17.07,Iron ,23.97,201.71,2.01,6.83,L3,24
Spinach Leaves,105.43,94.0,42.57,88.97,40.88,17.08,Iron ,26.35,185.91,1.88,6.64,L3,24
Spinach Leaves,108.15,92.66,46.66,89.3,39.75,18.13,Iron ,26.53,193.62,1.85,6.98,L3,24
Spinach Leaves,106.62,91.31,41.63,97.04,39.59,17.12,Iron ,23.6,186.48,2.05,6.05,L3,24
Spinach Leaves,105.34,98.15,46.98,92.6,39.61,17.1,Iron ,25.62,192.24,1.96,6.32,L3,24
Spinach Leaves,110.03,91.76,47.49,89.98,39.52,17.27,Iron ,23.41,208.72,2.1,6.11,L3,24
Spinach Leaves,107.73,94.87,46.51,92.05,38.9,16.24,Iron ,23.89,190.36,2.16,6.61,L3,24
Spinach Leaves,99.75,102.01,43.5,100.03,39.89,18.07,Iron ,24.9,197.54,1.92,6.95,L3,24
Spinach Leaves,104.19,100.51,46.92,98.82,38.38,16.07,Iron ,25.95,210.17,1.96,6.86,L3,24
Spinach Leaves,106.9,102.74,46.51,87.44,40.03,17.67,Iron ,23.13,191.56,2.03,6.53,L3,24
Spinach Leaves,95.46,99.72,48.09,89.81,38.64,16.52,Iron ,25.91,184.57,1.95,6.03,L3,24
Spinach Leaves,103.23,95.47,44.03,93.63,39.2,18.04,Iron ,24.41,199.79,1.93,6.77,L3,24
Spinach Leaves,78.25,69.96,38.5,89.02,33.83,12.05,Iron ,14.22,191.54,1.03,7.17,L2,27
Spinach Leaves,107.74,97.41,44.73,97.68,37.49,17.78,Iron ,26.1,213.53,1.91,6.01,L3,24
Spinach Leaves,106.36,93.45,47.42,89.13,40.38,18.0,Iron ,23.64,191.83,2.09,6.36,L3,24
Spinach Leaves,97.69,102.24,42.89,97.22,40.78,17.63,Iron ,25.4,212.33,2.13,6.23,L3,24
Spinach Leaves,75.39,70.64,38.04,78.28,35.96,12.64,Iron ,14.48,186.91,1.01,6.82,L2,27
Spinach Leaves,108.5,96.91,46.4,97.97,42.73,15.66,Iron ,26.05,215.01,1.98,6.05,L3,24
Spinach Leaves,105.02,98.75,43.61,89.75,40.96,15.96,Iron ,24.93,215.19,2.12,6.48,L3,24
Spinach Leaves,108.55,99.49,46.48,90.24,37.72,17.06,Iron ,26.23,210.29,1.91,6.03,L3,24
Spinach Leaves,107.1,94.18,47.74,92.87,41.28,16.88,Iron ,24.65,187.86,2.03,6.93,L3,24
Spinach Leaves,78.97,71.0,38.91,78.4,33.92,12.95,Iron ,14.67,185.63,1.06,6.35,L2,27
Spinach Leaves,105.52,95.3,43.78,98.88,43.67,17.34,Iron ,24.32,205.54,2.04,6.59,L3,24
Spinach Leaves,97.68,90.71,46.55,100.34,41.9,16.03,Iron ,25.73,212.71,2.11,6.84,L3,24
Spinach Leaves,102.25,93.37,47.62,90.29,38.76,16.0,Iron ,23.08,214.39,2.0,6.77,L3,24
Spinach Leaves,99.6,93.38,45.57,92.77,42.95,17.36,Iron ,26.53,195.69,2.14,6.72,L3,24
Spinach Leaves,109.94,90.08,43.24,89.53,39.42,18.17,Iron ,24.23,186.27,1.99,6.92,L3,24
Spinach Leaves,101.57,96.4,45.27,93.05,42.75,16.95,Iron ,26.41,214.51,1.92,6.53,L3,24
Spinach Leaves,107.43,94.65,44.04,88.41,41.24,17.6,Iron ,23.09,203.25,1.99,6.89,L3,24
Spinach Leaves,78.64,71.13,36.65,83.44,34.49,12.38,Iron ,14.77,212.84,1.02,6.98,L2,27
Spinach Leaves,80.28,68.0,37.46,81.09,33.43,12.74,Iron ,15.72,207.09,1.07,6.79,L2,27
Spinach Leaves,101.36,93.35,43.69,90.8,39.95,15.78,Iron ,25.54,207.78,1.9,6.39,L3,24
Spinach Leaves,101.24,98.92,47.06,97.87,42.58,16.49,Iron ,24.23,195.94,2.16,7.02,L3,24
Spinach Leaves,79.33,69.54,34.55,84.58,36.23,12.09,Iron ,15.09,196.79,1.05,7.34,L2,27
Spinach Leaves,80.18,69.1,34.52,89.42,32.51,11.98,Iron ,15.93,195.77,0.99,6.95,L2,27
Spinach Leaves,94.02,90.04,44.04,98.0,43.28,16.44,Iron ,24.58,193.0,2.06,6.53,L3,24
Spinach Leaves,98.62,102.38,43.95,90.09,42.47,18.12,Iron ,24.9,201.52,1.98,6.7,L3,24
Spinach Leaves,102.54,94.33,44.36,101.88,38.43,16.95,Iron ,23.45,214.69,2.14,6.38,L3,24
Spinach Leaves,107.74,93.42,46.84,94.44,40.96,17.82,Iron ,26.95,205.72,2.0,6.6,L3,24
Spinach Leaves,103.58,103.95,44.23,95.75,38.27,16.8,Iron ,24.2,190.83,1.93,6.13,L3,24
Spinach Leaves,107.38,96.15,42.45,97.21,43.6,17.27,Iron ,23.11,190.2,2.05,6.14,L3,24
Tea waste,44.82,44.76,23.07,88.32,20.27,11.73,Iron,14.65,208.55,1.05,4.88,L1,20
Tea waste,43.28,43.1,23.26,88.38,21.93,12.9,Iron,14.04,214.85,0.98,5.32,L1,20
Tea waste,58.33,61.06,30.67,86.31,26.47,14.63,Iron,26.04,304.68,2.13,5.03,L2,22
Tea waste,56.67,58.5,29.28,96.06,28.78,14.58,Iron,24.9,296.47,1.87,4.53,L2,22
Tea waste,62.7,54.59,29.62,94.41,26.94,13.8,Iron,24.1,311.6,1.9,4.83,L2,22
Tea waste,59.04,57.35,31.95,85.76,27.89,14.67,Iron,23.16,310.69,2.11,4.65,L2,22
Tea waste,46.22,41.77,21.73,83.0,21.54,11.82,Iron,15.63,203.85,1.03,5.37,L1,20
Tea waste,42.25,42.86,22.22,84.82,21.94,11.52,Iron,14.09,185.16,1.01,5.25,L1,20
Tea waste,63.25,53.01,29.65,94.74,28.31,14.13,Iron,23.75,309.59,1.96,4.69,L2,22
Tea waste,56.42,54.32,30.19,88.89,27.36,15.57,Iron,25.52,308.88,1.97,4.65,L2,22
Tea waste,56.38,53.09,29.21,89.6,26.56,14.36,Iron,24.87,320.41,2.15,4.6,L2,22
Tea waste,58.6,53.53,32.02,92.08,28.51,14.85,Iron,26.02,309.04,1.96,5.18,L2,22
Tea waste,42.05,42.56,23.91,79.58,21.59,11.85,Iron,15.92,190.36,1.02,5.24,L1,20
Tea waste,47.07,44.03,21.5,86.53,22.19,11.39,Iron,13.88,208.58,1.01,5.37,L1,20
Tea waste,41.72,43.07,20.72,84.88,19.67,12.0,Iron,15.05,208.7,1.02,5.07,L1,20
Tea waste,41.4,45.08,22.48,80.38,21.17,11.37,Iron,15.07,184.34,0.99,4.63,L1,20
Tea waste,62.97,60.34,28.89,93.26,26.5,14.31,Iron,26.12,279.49,1.95,5.02,L2,22
Tea waste,58.65,54.0,28.49,89.45,25.47,14.76,Iron,23.23,290.37,2.0,4.55,L2,22
Tea waste,46.44,43.07,20.86,90.02,20.82,11.3,Iron,15.76,201.09,0.93,5.35,L1,20
Tea waste,43.72,44.74,21.84,82.26,21.21,11.23,Iron,14.95,193.93,1.05,4.74,L1,20
Tea waste,62.36,60.79,29.73,96.46,26.48,14.03,Iron,24.88,298.05,1.9,4.75,L2,22
Tea waste,47.19,41.99,23.11,87.65,20.19,12.66,Iron,14.46,195.02,0.99,5.13,L1,20
Tea waste,57.53,54.17,31.35,85.59,28.28,14.55,Iron,24.41,315.38,1.98,5.14,L2,22
Tea waste,42.27,43.35,21.25,79.81,19.37,12.66,Iron,15.56,200.22,0.99,5.09,L1,20
Tea waste,63.54,55.25,30.45,97.12,28.87,14.9,Iron,23.69,288.92,2.02,4.81,L2,22
Tea waste,63.56,61.3,28.35,93.14,25.38,15.47,Iron,25.03,317.61,2.02,4.59,L2,22
Tea waste,61.95,56.72,30.66,90.3,25.21,14.57,Iron,23.98,310.54,1.89,4.65,L2,22
Tea waste,58.77,59.04,30.33,87.85,24.91,13.85,Iron,24.43,291.32,1.89,4.81,L2,22
Tea waste,48.32,45.29,20.91,80.04,20.72,11.78,Iron,13.95,209.45,1.05,5.13,L1,20
Tea waste,41.86,42.99,22.99,87.21,21.11,12.45,Iron,15.03,204.71,0.97,5.37,L1,20
Tea waste,63.01,52.61,30.97,94.6,25.7,14.12,Iron,23.58,323.49,2.13,4.6,L2,22
Tea waste,57.13,55.63,32.33,93.05,27.07,15.26,Iron,24.47,292.27,2.03,5.07,L2,22
Tea waste,43.45,40.35,21.87,82.44,19.63,11.36,Iron,15.45,206.85,0.95,5.31,L1,20
Tea waste,42.32,43.58,21.69,79.14,19.93,12.84,Iron,13.85,192.16,1.03,5.22,L1,20
Tea waste,57.84,56.53,28.99,93.58,27.73,14.92,Iron,25.26,319.0,1.95,5.03,L2,22
Tea waste,63.23,52.57,29.6,86.3,26.83,15.91,Iron,23.19,292.2,2.08,4.6,L2,22
Tea waste,60.99,57.02,29.97,94.07,26.68,14.5,Iron,26.98,312.2,1.97,5.15,L2,22
Tea waste,61.96,61.24,29.06,96.94,29.12,14.82,Iron,23.67,288.98,1.88,4.59,L2,22
Tea waste,42.98,41.76,22.02,84.52,19.41,12.82,Iron,15.45,198.96,0.96,5.28,L1,20
Tea waste,59.9,58.69,30.92,89.03,26.58,13.89,Iron,23.87,287.51,1.85,4.45,L2,22
Tea waste,63.78,59.08,29.28,93.69,25.76,15.27,Iron,24.11,297.2,2.07,4.52,L2,22
Tea waste,59.37,52.99,30.44,85.37,27.1,15.0,Iron,24.05,278.64,1.93,5.05,L2,22
Tea waste,55.9,60.56,28.52,86.51,24.87,15.24,Iron,26.61,323.74,2.16,4.74,L2,22
Tea waste,60.8,55.53,28.43,83.19,27.51,15.96,Iron,26.13,289.48,1.99,4.93,L2,22
Tea waste,61.43,60.07,32.14,95.8,26.98,15.72,Iron,24.25,312.25,2.16,4.7,L2,22
Tea waste,44.48,44.14,21.18,88.41,19.41,12.86,Iron,14.73,198.6,1.07,4.6,L1,20
Tea waste,61.61,57.39,32.09,94.3,26.7,14.89,Iron,23.08,304.18,2.16,4.88,L2,22
Tea waste,59.91,53.09,30.39,95.57,25.68,14.63,Iron,25.06,287.82,2.02,5.11,L2,22
Tea waste,60.94,55.11,31.75,83.11,25.46,15.63,Iron,26.76,294.43,2.1,4.68,L2,22
Tea waste,59.25,58.8,30.05,83.01,27.51,15.93,Iron,26.3,305.32,1.97,4.67,L2,22
Tea waste,44.8,44.62,20.76,84.04,21.84,12.15,Iron,15.46,206.72,0.95,5.2,L1,20
Tea waste,64.61,58.9,31.8,93.83,28.07,16.04,Iron,24.96,292.25,1.99,4.43,L2,22
Tea waste,45.3,41.28,21.06,82.05,21.8,11.95,Iron,13.95,209.37,1.0,5.13,L1,20
Tea waste,47.69,41.36,23.69,86.71,21.47,11.41,Iron,15.11,192.27,0.99,5.39,L1,20
Tea waste,60.52,54.07,30.96,89.38,28.02,15.25,Iron,25.78,279.61,1.99,4.97,L2,22
Tea waste,42.77,40.23,23.36,85.9,21.8,11.54,Iron,15.28,194.67,1.01,5.31,L1,20
Tea waste,57.27,58.72,30.84,88.3,27.74,15.61,Iron,26.77,286.63,1.89,4.56,L2,22
Tea waste,60.44,61.49,32.05,95.46,26.36,13.83,Iron,25.28,290.9,2.07,4.74,L2,22
Tea waste,63.09,58.85,30.83,87.22,26.45,14.08,Iron,26.32,294.68,1.89,5.16,L2,22
Tea waste,58.95,56.37,30.93,90.59,28.67,14.75,Iron,25.41,305.3,2.11,4.66,L2,22
Tea waste,46.98,41.46,22.33,89.25,20.71,11.7,Iron,14.55,207.98,0.97,5.24,L1,20
Tea waste,42.33,40.43,23.12,80.83,19.59,11.39,Iron,14.29,205.47,1.07,5.12,L1,20
Tea waste,64.62,60.87,30.11,87.12,25.7,15.26,Iron,25.34,317.01,2.08,4.93,L2,22
Tea waste,64.72,59.19,29.84,83.62,24.98,15.8,Iron,24.47,307.05,1.88,4.5,L2,22
Tea waste,41.94,43.85,21.68,82.7,20.3,12.06,Iron,14.75,197.19,0.97,5.07,L1,20
Tea waste,61.93,53.53,29.36,91.73,28.59,14.58,Iron,24.39,308.05,1.89,4.54,L2,22
Tea waste,42.38,45.23,23.82,90.05,20.74,11.28,Iron,14.43,196.89,1.03,5.11,L1,20
Tea waste,48.23,39.84,22.3,85.53,22.63,12.75,Iron,16.15,201.15,1.05,5.21,L1,20
Tea waste,61.08,52.61,30.27,93.5,27.9,15.37,Iron,25.75,302.4,2.05,4.66,L2,22
Tea waste,58.97,54.19,30.55,91.22,27.5,15.63,Iron,24.54,295.43,1.86,4.49,L2,22
Tea waste,58.11,55.03,30.23,89.01,25.64,15.31,Iron,26.08,305.21,1.97,5.08,L2,22
Tea waste,48.1,44.44,22.75,82.32,21.82,12.41,Iron,13.82,213.39,0.97,4.97,L1,20
Tea waste,43.65,44.3,21.14,84.78,22.49,11.88,Iron,15.78,207.37,1.08,4.67,L1,20
Tea waste,60.77,53.81,30.03,89.56,24.9,14.47,Iron,25.59,283.08,1.94,4.53,L2,22
Tea waste,62.87,54.03,29.09,89.87,25.78,15.9,Iron,26.34,312.81,2.12,5.04,L2,22
Tea waste,60.68,53.68,28.2,90.58,28.98,15.9,Iron,23.62,293.98,2.08,4.82,L2,22
Tea waste,61.27,60.63,30.9,91.77,27.04,16.17,Iron,23.8,302.03,1.98,5.06,L2,22
Tea waste,47.1,41.77,23.19,90.52,20.76,11.06,Iron,14.36,197.82,0.97,5.11,L1,20
Tea waste,59.06,56.91,32.18,92.94,25.52,14.54,Iron,25.58,299.77,1.84,4.43,L2,22
Tea waste,48.43,38.94,21.18,90.03,20.13,12.94,Iron,15.48,195.27,1.0,5.4,L1,20
Tea waste,58.7,56.57,27.67,95.98,28.02,15.62,Iron,24.13,302.74,1.99,4.89,L2,22
Tea waste,60.07,60.91,30.11,85.48,25.93,14.85,Iron,26.35,315.71,1.86,5.1,L2,22
Tea waste,57.29,53.84,30.84,94.2,28.29,15.68,Iron,24.7,294.17,1.87,4.73,L2,22
Tea waste,44.65,43.79,22.96,81.86,20.9,11.81,Iron,16.07,197.14,1.0,5.21,L1,20
Tea waste,57.55,54.87,31.19,86.34,28.02,14.99,Iron,25.74,297.39,2.02,4.42,L2,22
Tea waste,63.89,53.87,29.98,84.57,27.97,16.09,Iron,24.19,280.43,2.15,4.96,L2,22
Tea waste,42.1,40.01,23.88,87.65,20.92,11.08,Iron,14.85,210.81,0.98,5.36,L1,20
Tea waste,63.51,52.56,27.87,86.6,28.98,14.9,Iron,26.16,287.99,1.98,4.88,L2,22
Tea waste,45.88,43.38,22.72,90.86,21.92,11.1,Iron,15.88,202.25,0.96,5.14,L1,20
Tea waste,48.43,40.9,22.12,79.6,19.58,11.2,Iron,15.61,190.44,1.06,5.14,L1,20
Tea waste,56.7,56.46,29.41,88.97,26.25,15.75,Iron,25.22,286.69,1.86,4.9,L2,22
Tea waste,43.71,38.98,21.58,89.24,22.64,11.57,Iron,15.91,206.01,1.02,4.89,L1,20
Tea waste,44.7,42.75,23.71,78.64,19.45,11.77,Iron,15.87,199.3,1.07,4.75,L1,20
Tea waste,43.18,43.72,20.84,81.53,19.4,11.95,Iron,14.42,185.34,1.06,5.17,L1,20
Tea waste,57.31,60.42,31.18,84.38,26.54,14.71,Iron,24.9,292.88,2.05,5.12,L2,22
Tea waste,59.92,57.21,27.87,85.56,28.26,14.01,Iron,23.92,316.26,1.84,4.75,L2,22
Tea waste,62.81,53.73,28.01,89.5,25.92,13.94,Iron,26.51,298.43,2.05,5.14,L2,22
Tea waste,43.7,43.39,23.42,87.46,20.58,11.73,Iron,15.61,213.62,1.0,5.37,L1,20
Tea waste,57.63,54.09,32.37,83.8,26.11,14.56,Iron,24.95,313.1,2.1,5.1,L2,22
Tea waste,41.65,42.22,23.32,82.21,21.34,12.39,Iron,14.77,190.14,1.0,4.91,L1,20
Tomato Waste,129.47,132.76,52.86,117.92,49.84,19.84,Iron ,37.18,397.64,2.94,6.02,L3,27
Tomato Waste,98.22,95.69,49.85,94.96,45.34,13.44,Iron ,28.15,373.11,2.01,5.75,L2,25
Tomato Waste,112.55,106.84,47.65,107.41,47.34,12.65,Iron ,31.83,325.0,1.85,6.15,L2,25
Tomato Waste,136.15,123.18,52.34,110.05,52.93,18.17,Iron ,37.42,381.22,2.99,5.68,L3,27
Tomato Waste,124.88,114.54,57.19,114.1,50.51,20.12,Iron ,33.16,383.12,2.83,5.26,L3,27
Tomato Waste,104.94,104.41,47.72,97.62,48.23,13.09,Iron ,30.34,341.4,1.95,5.36,L2,25
Tomato Waste,120.59,117.83,53.02,117.52,48.77,19.16,Iron ,34.4,387.98,3.02,5.51,L3,27
Tomato Waste,111.76,96.52,45.64,96.92,44.67,13.38,Iron ,30.81,341.46,1.85,5.52,L2,25
Tomato Waste,108.85,100.82,45.62,106.86,46.18,12.6,Iron ,31.95,328.89,2.05,5.91,L2,25
Tomato Waste,112.75,104.79,48.44,103.61,48.0,13.42,Iron ,30.01,355.63,1.89,5.98,L2,25
Tomato Waste,107.09,103.51,49.69,104.35,45.45,12.38,Iron ,31.46,333.47,1.96,5.35,L2,25
Tomato Waste,137.25,128.99,53.63,113.26,46.88,18.67,Iron ,37.43,379.09,2.87,5.19,L3,27
Tomato Waste,110.47,94.65,46.42,99.28,42.07,12.43,Iron ,31.74,347.4,1.85,6.04,L2,25
Tomato Waste,119.18,114.66,52.06,118.37,50.88,20.01,Iron ,36.13,392.35,2.97,5.92,L3,27
Tomato Waste,117.94,127.82,50.82,111.92,47.53,19.88,Iron ,36.16,359.06,3.07,5.77,L3,27
Tomato Waste,98.58,97.72,48.96,99.87,47.94,12.43,Iron ,30.49,376.71,1.98,6.09,L2,25
Tomato Waste,122.68,124.43,54.21,109.9,49.12,19.31,Iron ,33.91,365.58,2.88,5.84,L3,27
Tomato Waste,108.59,103.31,51.43,96.03,42.29,13.51,Iron ,28.14,328.69,2.1,5.53,L2,25
Tomato Waste,98.83,106.11,51.08,92.3,43.98,12.2,Iron ,27.93,322.42,2.12,5.59,L2,25
Tomato Waste,111.56,103.13,48.91,107.45,46.98,13.2,Iron ,31.64,356.03,1.9,6.03,L2,25
Tomato Waste,111.51,102.48,45.64,102.22,43.23,11.99,Iron ,29.9,346.16,1.9,6.1,L2,25
Tomato Waste,98.55,106.28,49.35,97.77,44.66,12.79,Iron ,31.73,328.02,2.03,6.0,L2,25
Tomato Waste,102.4,94.99,46.87,103.32,46.18,13.04,Iron ,31.91,335.82,1.92,6.05,L2,25
Tomato Waste,102.32,108.65,45.07,106.74,46.97,13.93,Iron ,31.03,338.77,2.1,5.5,L2,25
Tomato Waste,129.68,124.2,56.72,104.79,50.83,18.0,Iron ,34.31,395.3,2.96,5.73,L3,27
Tomato Waste,102.25,109.45,49.6,104.93,43.38,12.34,Iron ,29.94,357.35,2.13,5.39,L2,25
Tomato Waste,108.67,108.34,50.54,94.22,43.56,12.53,Iron ,31.24,374.8,2.07,5.97,L2,25
Tomato Waste,112.62,96.67,48.3,97.32,43.59,12.96,Iron ,30.65,346.89,2.09,5.99,L2,25
Tomato Waste,112.38,104.33,49.89,106.8,47.13,12.34,Iron ,31.02,373.36,1.87,5.99,L2,25
Tomato Waste,119.43,116.88,53.23,108.94,49.9,18.46,Iron ,33.83,404.35,3.05,5.61,L3,27
Tomato Waste,111.98,102.61,48.93,97.11,45.16,13.18,Iron ,31.78,332.41,2.1,5.88,L2,25
Tomato Waste,129.53,127.56,58.07,115.74,48.16,18.01,Iron ,36.98,409.53,2.83,5.48,L3,27
Tomato Waste,122.91,131.36,57.41,115.82,47.74,18.02,Iron ,35.79,360.71,3.02,6.02,L3,27
Tomato Waste,97.35,102.59,50.44,97.1,46.62,12.2,Iron ,28.97,337.79,1.97,6.1,L2,25
Tomato Waste,109.53,106.26,47.55,97.32,47.56,12.44,Iron ,30.2,330.55,1.92,5.87,L2,25
Tomato Waste,100.86,95.86,47.91,93.58,48.02,12.0,Iron ,31.23,330.55,1.9,6.03,L2,25
Tomato Waste,105.28,106.5,47.57,102.11,43.68,12.06,Iron ,31.1,350.53,2.0,5.48,L2,25
Tomato Waste,132.58,124.76,53.19,106.02,48.54,17.76,Iron ,34.97,380.39,2.84,5.89,L3,27
Tomato Waste,137.46,125.19,57.2,110.58,50.17,19.45,Iron ,32.64,354.7,3.13,5.23,L3,27
Tomato Waste,109.22,99.54,48.52,96.05,43.12,13.18,Iron ,29.47,357.37,1.86,6.21,L2,25
Tomato Waste,104.04,106.47,45.44,93.86,46.85,12.36,Iron ,29.03,352.31,1.89,5.77,L2,25
Tomato Waste,131.52,116.23,58.1,103.13,46.52,19.99,Iron ,32.48,399.09,3.1,5.77,L3,27
Tomato Waste,106.39,102.98,44.67,98.13,43.74,13.25,Iron ,28.59,331.39,2.08,5.35,L2,25
Tomato Waste,106.71,96.77,48.68,99.16,42.52,13.26,Iron ,30.24,371.18,2.01,5.77,L2,25
Tomato Waste,120.53,116.89,55.42,105.62,52.98,18.22,Iron ,33.66,388.36,3.15,5.71,L3,27
Tomato Waste,97.89,100.43,46.86,103.68,43.48,12.92,Iron ,28.01,376.73,1.92,6.17,L2,25
Tomato Waste,127.5,129.87,54.83,115.1,46.9,20.26,Iron ,37.48,371.67,2.76,6.03,L3,27
Tomato Waste,133.77,114.52,56.52,107.27,52.26,17.99,Iron ,36.89,403.79,2.95,5.81,L3,27
Tomato Waste,112.35,99.94,46.61,94.83,42.8,13.04,Iron ,29.53,353.76,1.96,5.76,L2,25
Tomato Waste,111.77,104.57,47.37,97.12,46.45,12.46,Iron ,29.3,377.75,1.9,6.2,L2,25
Tomato Waste,112.77,97.32,47.59,101.85,45.76,13.01,Iron ,30.43,324.02,1.92,5.57,L2,25
Tomato Waste,137.12,125.68,50.36,117.16,51.75,19.78,Iron ,37.58,405.16,2.93,5.95,L3,27
Tomato Waste,117.73,125.51,57.42,116.04,52.13,19.43,Iron ,36.98,374.15,2.91,5.26,L3,27
Tomato Waste,120.91,126.44,53.52,101.37,51.16,20.47,Iron ,34.15,366.67,3.15,5.71,L3,27
Tomato Waste,117.49,121.75,56.58,106.44,45.81,19.6,Iron ,35.46,395.56,3.05,5.98,L3,27
Tomato Waste,135.14,120.14,56.63,113.53,52.09,19.04,Iron ,35.8,358.63,3.16,5.5,L3,27
Tomato Waste,121.46,127.91,53.69,104.29,52.76,20.46,Iron ,35.19,352.45,2.77,5.52,L3,27
Tomato Waste,118.02,132.32,56.96,109.99,47.4,18.91,Iron ,34.07,406.92,2.78,5.75,L3,27
Tomato Waste,105.68,95.02,51.3,93.09,43.22,13.32,Iron ,31.33,350.27,1.97,6.05,L2,25
Tomato Waste,134.22,115.01,52.76,107.31,45.7,18.42,Iron ,34.82,368.52,2.83,5.72,L3,27
